,Price,Brand Name,Year,Kms Driven,Fuel Type,Model Variant
1040,250000,Maruti Suzuki,2007,147000,Petrol,Maruti Suzuki SX4 VXI BS IV
1041,90000,Hyundai,2008,61000,Petrol,Hyundai Santro GLS
1042,440000,Mahindra,2020,250,Diesel,Mahindra Jeep CL550 MDI
1043,575000,Volkswagen,2015,66000,Petrol,Volkswagen Vento Highline Petrol AT
1044,880000,Toyota,2015,85000,Diesel,Toyota Innova 2.5 GX 7 STR BS IV
1045,600000,Hyundai,2019,58460,Diesel,Hyundai Creta 1.6 CRDI SX PLUS AUTO
1046,387099,Hyundai,2015,59819,Petrol,Hyundai I10 Magna 1.1 IRDE2
1047,387099,Hyundai,2015,59819,Petrol,Hyundai I10 Magna 1.1 IRDE2
1048,650599,Maruti Suzuki,2018,19574,Petrol,Maruti Suzuki Baleno 
1049,472399,Hyundai,2016,45578,Petrol,Hyundai Grand I10 
1050,425899,Maruti Suzuki,2016,23492,Petrol,Maruti Suzuki Celerio Vxi
1051,393799,Maruti Suzuki,2015,46178,Petrol,Maruti Suzuki Celerio VXi AMT
1052,269099,Maruti Suzuki,2016,95754,Petrol,Maruti Suzuki Alto 800 LXI Option
1053,619599,Maruti Suzuki,2017,42893,Petrol,Maruti Suzuki Baleno 
1054,646299,Maruti Suzuki,2016,50154,Petrol,Maruti Suzuki Baleno 
1055,831999,Hyundai,2020,4832,Petrol,Hyundai Venue 
1056,471899,Maruti Suzuki,2017,44690,Petrol,Maruti Suzuki Celerio VXi AMT
1057,311399,Datsun,2017,37217,Petrol,Datsun Redi GO 
1058,299999,Maruti Suzuki,2016,18251,Petrol,Maruti Suzuki Alto 800 Lxi
1059,788999,Maruti Suzuki,2016,61977,Diesel,Maruti Suzuki Ertiga VDI SHVS
1060,852399,Hyundai,2017,52439,Petrol,Hyundai Verna 1.6 SX VTVT
1061,589299,Hyundai,2015,49189,Petrol,Hyundai Elite I20 Asta 1.2
1062,589299,Hyundai,2015,49189,Petrol,Hyundai Elite I20 Asta 1.2
1063,261499,Maruti Suzuki,2013,68844,Petrol,Maruti Suzuki Alto K10 Vxi
1064,89000,Maruti Suzuki,2010,53000,Petrol,Maruti Suzuki Wagon R 
1065,700000,Kia,2020,13062,Diesel,Kia Seltos HTK 1.5 Diesel
1066,600000,Hyundai,2021,12000,Petrol,Hyundai Creta 
1067,225000,Ford,2012,80000,Diesel,Ford Figo Diesel LXI
1068,1000000,Kia,2020,50000,Diesel,Kia Carnival 
1069,525000,Mahindra,2015,107000,Diesel,Mahindra Xylo Select Variant
1070,525000,Mahindra,2015,107000,Diesel,Mahindra Xylo 
1071,600000,Hyundai,2019,58460,Diesel,Hyundai Creta 1.6 CRDI SX PLUS AUTO
1072,21,Toyota,2016,47024,Diesel,Toyota Fortuner 
1073,649699,Honda,2017,37070,Petrol,Honda Jazz 
1074,374799,Maruti Suzuki,2015,18071,Petrol,Maruti Suzuki Alto K10 Vxi
1075,490099,Ford,2013,52149,Petrol,Ford EcoSport 
1076,638599,Hyundai,2017,11203,Petrol,Hyundai Grand I10 
1077,638599,Hyundai,2017,11203,Petrol,Hyundai Grand I10 
1078,298199,Maruti Suzuki,2016,18368,Petrol,Maruti Suzuki Alto 800 Lxi
1079,496199,Hyundai,2018,21790,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1080,298599,Maruti Suzuki,2011,75822,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1081,503799,Hyundai,2014,83895,Petrol,Hyundai Elite I20 Asta 1.2
1082,659099,Maruti Suzuki,2019,34010,Petrol,Maruti Suzuki Baleno 
1083,534799,Hyundai,2016,50050,Petrol,Hyundai Elite I20 Magna 1.2
1084,687199,Hyundai,2016,28648,Petrol,Hyundai Elite I20 Asta 1.2
1085,727099,Hyundai,2019,32313,Petrol,Hyundai Elite I20 Sportz 1.2
1086,322599,Maruti Suzuki,2018,13908,Petrol,Maruti Suzuki Alto 800 Vxi
1087,11,Maruti Suzuki,2019,13829,Petrol,Maruti Suzuki XL6 
1088,326099,Hyundai,2010,13068,Petrol,Hyundai I10 
1089,86000,Chevrolet,2011,56000,Petrol,Chevrolet Beat 
1090,90000,Tata,2014,28000,CNG,Tata Nano CNG Emax LX
1091,39000,Ford,2007,73000,Petrol,Ford Ikon 
1092,39000,Ford,2007,73000,Petrol,Ford Ikon 
1093,475000,Hyundai,2019,38000,Diesel,Hyundai Grand I10 Sportz U2 1.2 CRDi
1094,250000,Maruti Suzuki,2013,70000,CNG,Maruti Suzuki Eeco 5 STR WITH HTR CNG
1095,88000,Maruti Suzuki,2007,85000,Petrol,Maruti Suzuki Alto Std BS IV
1096,375000,Mahindra,2009,115000,Diesel,Mahindra Xylo D2 BS IV
1097,525000,Maruti Suzuki,2020,13000,Petrol,Maruti Suzuki Eeco 5 STR
1098,496399,Maruti Suzuki,2017,37739,Petrol,Maruti Suzuki Celerio ZXi AMT
1099,517499,Hyundai,2016,81412,Petrol,Hyundai Elite I20 Sportz 1.2
1100,490199,Tata,2016,28589,Petrol,Tata Tiago 
1101,610499,Hyundai,2017,37735,Petrol,Hyundai Elite I20 Sportz 1.2
1102,775299,Hyundai,2017,50620,Petrol,Hyundai Creta 
1103,695199,Maruti Suzuki,2017,44636,Petrol,Maruti Suzuki Baleno 
1104,544199,Hyundai,2017,47147,Petrol,Hyundai Elite I20 Magna Executive 1.2
1105,942399,Hyundai,2019,2426,Petrol,Hyundai Elite I20 
1106,506199,Hyundai,2015,59953,Petrol,Hyundai Elite I20 Magna 1.2
1107,506199,Hyundai,2015,59953,Petrol,Hyundai Elite I20 Magna 1.2
1108,328399,Hyundai,2015,43345,Petrol,Hyundai Eon 
1109,553199,Hyundai,2017,32960,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1110,10,Hyundai,2019,16112,Petrol,Hyundai Venue 
1111,14,Mahindra Jeep,2017,70650,Diesel,Mahindra Jeep Jeep Compass 
1112,412199,Maruti Suzuki,2020,2359,Petrol,Maruti Suzuki Alto Lxi
1113,704399,Hyundai,2018,30232,Diesel,Hyundai Elite I20 
1114,862399,Hyundai,2018,33340,Petrol,Hyundai Verna 1.6 SX VTVT
1115,550000,Maruti Suzuki,2018,42000,Diesel,Maruti Suzuki Swift VDi ABS
1116,229000,Hyundai,2014,65000,Petrol,Hyundai I10 Magna 1.2
1117,275000,Maruti Suzuki,2014,60000,CNG,Maruti Suzuki Alto K10 LXi CNG
1118,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1119,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1120,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1121,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1122,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1123,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1124,562299,Hyundai,2017,24346,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1125,639199,Maruti Suzuki,2016,34731,Petrol,Maruti Suzuki Baleno 
1126,967599,Maruti Suzuki,2018,28853,Diesel,Maruti Suzuki Vitara Brezza Zdi Plus
1127,472499,Honda,2014,35944,Petrol,Honda Amaze 
1128,469399,Renault,2019,36559,Petrol,Renault Kwid 
1129,992199,Maruti Suzuki,2017,69524,Diesel,Maruti Suzuki S Cross 
1130,452199,Maruti Suzuki,2018,23056,Petrol,Maruti Suzuki Alto K10 Vxi (O) AMT
1131,811899,Ford,2017,24680,Petrol,Ford EcoSport 
1132,10,Tata,2017,119571,Diesel,Tata Hexa 
1133,573999,Maruti Suzuki,2016,72505,Petrol,Maruti Suzuki Baleno 
1134,543399,Tata,2018,28495,Petrol,Tata Tiago 
1135,20,MG Motors,2021,12208,Petrol,MG Motors Hector 
1136,617799,Maruti Suzuki,2016,48693,Petrol,Maruti Suzuki Baleno 
1137,617799,Maruti Suzuki,2016,48693,Petrol,Maruti Suzuki Baleno 
1138,636299,Hyundai,2016,46034,Petrol,Hyundai Verna Fluidic 1.4 VTVT
1139,642899,Hyundai,2016,75876,Petrol,Hyundai Elite I20 ASTA 1.2 (O)
1140,389399,Maruti Suzuki,2016,96250,Petrol,Maruti Suzuki Wagon R 1.0 VXi Opt
1141,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1142,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1143,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1144,17,Mahindra Jeep,2017,31000,Diesel,Mahindra Jeep Jeep Compass Limited 2.0 Diesel
1145,650000,Hyundai,2013,77000,Petrol,Hyundai Fluidic Verna 1.6 VTVT S O AT
1146,90000,Hyundai,2010,104579,Petrol,Hyundai I10 Magna 1.2
1147,150000,Chevrolet,2009,450000,Petrol,Chevrolet Spark LS 1.0
1148,498999,Hyundai,2013,42836,Petrol,Hyundai Grand I10 
1149,599799,Hyundai,2016,74913,Petrol,Hyundai Elite I20 Sportz 1.2
1150,910799,Maruti Suzuki,2020,23940,Petrol,Maruti Suzuki Vitara Brezza ZXI
1151,910799,Maruti Suzuki,2020,23940,Petrol,Maruti Suzuki Vitara Brezza ZXI
1152,372399,Honda,2013,60437,Petrol,Honda Brio 
1153,11,Mahindra,2018,34883,Diesel,Mahindra Scorpio S5 2WD
1154,11,Hyundai,2018,36965,Petrol,Hyundai Verna 
1155,13,Honda,2020,20379,Petrol,Honda City VX CVT Petrol
1156,480999,Maruti Suzuki,2018,51149,CNG,Maruti Suzuki Wagon R 1.0 LXi CNG
1157,684599,Hyundai,2016,14460,Petrol,Hyundai Elite I20 
1158,478599,Maruti Suzuki,2019,11944,Petrol,Maruti Suzuki Eeco 
1159,703999,Tata,2017,18019,Petrol,Tata Nexon 
1160,1800000,MG Motors,2019,11292,Diesel,MG Motors Hector Sharp 2.0 Diesel
1161,471199,Maruti Suzuki,2018,12323,Petrol,Maruti Suzuki Eeco 
1162,494099,Maruti Suzuki,2019,27150,Petrol,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR
1163,397099,Maruti Suzuki,2018,48435,Petrol,Maruti Suzuki Alto K10 VXi Opt
1164,717699,Maruti Suzuki,2017,26358,Petrol,Maruti Suzuki Baleno 
1165,140000,Tata,2012,20,Diesel,Tata Indigo ECS LX CR4 BS IV
1166,140000,Tata,2012,20,Diesel,Tata Indigo ECS LX CR4 BS IV
1167,160000,Honda,2007,80000,Petrol,Honda Civic Sport
1168,600000,Maruti Suzuki,2021,12000,Petrol,Maruti Suzuki S - Presso Vxi Plus AMT
1169,340000,Renault,2016,30000,Petrol,Renault Kwid 1.0 RXT
1170,150000,Ford,2009,28000,Petrol,Ford Ikon 
1171,325000,Honda,2008,76890,Petrol,Honda Civic 1.8 S MT Inspire
1172,19,Tata,2020,17000,Diesel,Tata Harrier XZ Dash Edition
1173,454299,Maruti Suzuki,2015,95731,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
1174,422299,Maruti Suzuki,2019,14568,Petrol,Maruti Suzuki S - Presso Vxi (O)
1175,431599,Maruti Suzuki,2019,43700,Petrol,Maruti Suzuki Alto K10 
1176,464199,Hyundai,2015,70359,Diesel,Hyundai Xcent 
1177,710199,Maruti Suzuki,2018,22854,Petrol,Maruti Suzuki Dzire VXI
1178,458399,Hyundai,2016,40988,Petrol,Hyundai Grand I10 Magna 1.2 Kappa VTVT
1179,19,MG Motors,2019,10205,Diesel,MG Motors Hector Sharp 2.0 Diesel
1180,19,MG Motors,2019,10205,Diesel,MG Motors Hector Sharp 2.0 Diesel
1181,367399,Maruti Suzuki,2017,41530,Petrol,Maruti Suzuki Alto K10 VXi Opt
1182,457399,Maruti Suzuki,2016,77128,Petrol,Maruti Suzuki Celerio ZXi AMT
1183,505399,Maruti Suzuki,2015,67109,Petrol,Maruti Suzuki Swift Vxi
1184,366299,Maruti Suzuki,2016,48378,Petrol,Maruti Suzuki Alto K10 VXi
1185,414199,Maruti Suzuki,2014,58762,Petrol,Maruti Suzuki Celerio VXi
1186,481999,Renault,2017,20110,Petrol,Renault Kwid 
1187,508799,Mahindra,2016,58640,Diesel,Mahindra KUV100 K6 D 6 STR
1188,13,Hyundai,2018,69711,Petrol,Hyundai Creta 
1189,786799,Skoda,2017,56523,Diesel,Skoda Rapid 
1190,11,Mahindra,2018,50000,Diesel,Mahindra Marazzo M6 7 STR
1191,880000,Nissan,2013,22000,Diesel,Nissan Terrano XV D THP Premium 110 PS
1192,590000,Skoda,2011,95000,Diesel,Skoda Laura Ambition 2.0 TDI CR MT
1193,185000,Maruti Suzuki,2011,55000,Petrol,Maruti Suzuki Alto LXi
1194,710000,Mahindra,2014,81500,Diesel,Mahindra Scorpio 2.6 SLX CRDe
1195,710000,Mahindra,2014,81500,Diesel,Mahindra Scorpio 2.6 SLX CRDe
1196,225699,Hyundai,2010,96000,Petrol,Hyundai I20 Sportz 1.2
1197,195000,Datsun,2018,19000,Petrol,Datsun Redi GO T
1198,100000,Tata,2013,150000,Petrol,Tata Indica V2 Lxi BSIII
1199,19,Tata,2019,34533,Diesel,Tata Hexa 
1200,552799,Hyundai,2015,64707,Petrol,Hyundai Elite I20 
1201,531999,Hyundai,2015,41552,Petrol,Hyundai Grand I10 Asta 1.2 Kappa VTVT
1202,877999,Honda,2018,32218,Petrol,Honda BRV 
1203,915699,Hyundai,2019,94409,Diesel,Hyundai Creta 
1204,924599,Honda,2019,46312,Petrol,Honda City 
1205,10,Ford,2019,34642,Petrol,Ford EcoSport 
1206,411899,Maruti Suzuki,2012,136082,Diesel,Maruti Suzuki Swift Dzire Vdi BS IV
1207,324599,Maruti Suzuki,2018,19805,Petrol,Maruti Suzuki Alto 800 Lxi
1208,722199,Maruti Suzuki,2016,42441,Petrol,Maruti Suzuki Ciaz ZXI
1209,15,Mahindra Jeep,2017,24676,Diesel,Mahindra Jeep Jeep Compass 
1210,15,Mahindra Jeep,2017,24676,Diesel,Mahindra Jeep Jeep Compass 
1211,844999,Hyundai,2019,40106,Diesel,Hyundai Elite I20 
1212,382299,Hyundai,2013,38942,Petrol,Hyundai I10 Sportz 1.2 AT Kappa2
1213,462899,Maruti Suzuki,2019,12455,Petrol,Maruti Suzuki Eeco 
1214,886599,Ford,2019,18284,Petrol,Ford EcoSport 
1215,10,Hyundai,2018,25533,Petrol,Hyundai Verna 
1216,220000,Hyundai,2013,115000,Diesel,Hyundai Grand I10 Sportz Edition 1.1 CRDi
1217,195000,Honda,2004,96000,Petrol,Honda Accord 2.4 VTi L AT
1218,500000,Nissan,2014,107000,Diesel,Nissan Terrano XL D
1219,55000,Maruti Suzuki,1997,80000,Petrol,Maruti Suzuki Zen 
1220,165000,Honda,2005,120000,Petrol,Honda City V Petrol
1221,110000,Chevrolet,2007,34578,Petrol,Chevrolet Spark LS 1.0
1222,100000,Toyota,2017,8000,Petrol,Toyota Camry Toyota
1223,788899,Ford,2018,23044,Petrol,Ford EcoSport 
1224,788899,Ford,2018,23044,Petrol,Ford EcoSport 
1225,501799,Maruti Suzuki,2014,80815,Diesel,Maruti Suzuki Swift Dzire Vdi BS IV
1226,445299,Maruti Suzuki,2013,119880,Diesel,Maruti Suzuki Swift Dzire Vdi BS IV
1227,853599,Maruti Suzuki,2017,57285,Diesel,Maruti Suzuki Vitara Brezza ZDi
1228,489299,Maruti Suzuki,2017,41139,Petrol,Maruti Suzuki Ignis 
1229,366199,Maruti Suzuki,2015,79310,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1230,542899,Hyundai,2017,34489,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1231,770599,Maruti Suzuki,2016,97323,Diesel,Maruti Suzuki Vitara Brezza Zdi Plus
1232,380999,Maruti Suzuki,2013,35140,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1233,426199,Maruti Suzuki,2018,26297,Petrol,Maruti Suzuki Alto K10 Vxi (O) AMT
1234,329299,Hyundai,2012,61053,Petrol,Hyundai I10 Sportz 1.2 Kappa2
1235,365199,Renault,2015,33663,Petrol,Renault Kwid RXT
1236,688599,Maruti Suzuki,2016,156931,Diesel,Maruti Suzuki Vitara Brezza 
1237,629799,Renault,2015,138716,Diesel,Lodgy 
1238,357899,Hyundai,2016,27339,Petrol,Hyundai Eon 
1239,357899,Hyundai,2016,27339,Petrol,Hyundai Eon 
1240,664099,Hyundai,2018,32989,Petrol,Hyundai Elite I20 
1241,400000,Hyundai,2014,112000,Diesel,Hyundai I20 Asta 1.4 CRDI With AVN 6 Speed
1242,250000,Datsun,2017,23800,Petrol,Datsun RediGo 
1243,475000,Volkswagen,2013,90000,Diesel,Volkswagen Jetta 
1244,300000,Hyundai,2013,73000,Diesel,Hyundai Grand I10 Sportz Edition 1.1 CRDi
1245,415000,Maruti Suzuki,2013,79000,Diesel,Maruti Suzuki Dzire 
1246,475000,Hyundai,2017,67000,Petrol,Hyundai I10 Sportz
1247,190000,Maruti Suzuki,2008,137000,Diesel,Maruti Suzuki Swift Dzire VDi ABS
1248,830000,Mahindra,2016,95000,Diesel,Mahindra XUV 500 W4
1249,682799,Hyundai,2017,87381,Petrol,Hyundai Verna 
1250,557399,Maruti Suzuki,2019,5817,Petrol,Maruti Suzuki Celerio Vxi (O) AMT
1251,686999,Volkswagen,2013,69653,Petrol,Volkswagen Polo 
1252,755199,Maruti Suzuki,2016,86576,Diesel,Maruti Suzuki Ertiga VDi SHVS
1253,674799,Ford,2017,66578,Diesel,Ford EcoSport 
1254,674799,Ford,2017,66578,Diesel,Ford EcoSport 
1255,657399,Honda,2016,27819,Petrol,Honda Jazz 
1256,590799,Hyundai,2018,16300,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1257,753699,Honda,2016,25569,Petrol,Honda City 
1258,856699,Maruti Suzuki,2017,54044,Diesel,Maruti Suzuki Vitara Brezza 
1259,602699,Honda,2018,29538,Petrol,Honda Jazz 
1260,417599,Maruti Suzuki,2013,88137,Diesel,Maruti Suzuki Swift VDi
1261,245399,Maruti Suzuki,2015,22685,Petrol,Maruti Suzuki Alto 800 Lxi
1262,355999,Hyundai,2014,50139,Petrol,Hyundai I10 Magna 1.1 IRDE2
1263,575199,Hyundai,2017,36396,Petrol,Hyundai Grand I10 Asta 1.2 Kappa VTVT
1264,561499,Hyundai,2018,50423,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1265,499199,Tata,2016,41183,Petrol,Tata Tiago 
1266,85000,Maruti Suzuki,2009,115000,Petrol,Maruti Suzuki Alto Select Variant
1267,650000,Hyundai,2019,82000,Petrol,Hyundai I20 Active 1.2 SX
1268,1100000,Hyundai,2018,33000,Diesel,Hyundai Verna 
1269,1100000,Hyundai,2018,33000,Diesel,Hyundai Verna 
1270,75000,Maruti Suzuki,2005,75000,Petrol,Maruti Suzuki Maruti 800 AC BSII
1271,190000,Tata,2015,176000,Diesel,Tata Indica Vista TDI LX
1272,800000,Mahindra,2014,83000,Diesel,Mahindra XUV 500 W8
1273,525000,Maruti Suzuki,2018,56000,Petrol,Maruti Suzuki Swift 2017 
1274,449699,Maruti Suzuki,2015,33473,Petrol,Maruti Suzuki Celerio Vxi
1275,608399,Maruti Suzuki,2016,28361,Petrol,Maruti Suzuki Baleno 
1276,583299,Maruti Suzuki,2015,61361,Petrol,Maruti Suzuki Baleno 
1277,302699,Maruti Suzuki,2017,68041,Petrol,Maruti Suzuki Alto 800 Lxi
1278,661299,Maruti Suzuki,2017,13517,Petrol,Maruti Suzuki Baleno 
1279,389399,Maruti Suzuki,2015,65783,Petrol,Maruti Suzuki Celerio Vxi
1280,398499,Hyundai,2016,28579,Petrol,Hyundai I10 Magna 1.1 IRDE2
1281,529399,Hyundai,2017,51343,Petrol,Hyundai Grand I10 
1282,589999,Ford,2017,14517,Petrol,Ford Figo Aspire 
1283,589999,Ford,2017,14517,Petrol,Ford Figo Aspire 
1284,361499,Maruti Suzuki,2014,66799,Petrol,Maruti Suzuki Celerio VXi AMT
1285,402799,Maruti Suzuki,2016,93304,Petrol,Maruti Suzuki Celerio 
1286,485299,Maruti Suzuki,2019,21934,Petrol,Maruti Suzuki Eeco 
1287,397299,Hyundai,2013,43339,Petrol,Hyundai I10 Sportz 1.2 AT Kappa2
1288,546399,Maruti Suzuki,2018,19526,Petrol,Maruti Suzuki Ignis 
1289,475399,Renault,2018,9095,Petrol,Renault Kwid 
1290,643599,Maruti Suzuki,2016,51706,Petrol,Maruti Suzuki Baleno 
1291,349000,Honda,2008,120000,Petrol,Honda CIty ZX GXi
1292,70000,Maruti Suzuki,2004,120000,Diesel,Maruti Suzuki Zen D
1293,485000,Maruti Suzuki,2018,47000,Petrol,Maruti Suzuki Swift Dzire LXI Option
1294,650000,Volkswagen,2011,35000,Petrol,Volkswagen Passat 1.8 TSI MT
1295,120000,Hyundai,2005,105000,Petrol,Hyundai Santro Xing 
1296,10,Mercedes Benz,2013,78000,Petrol,Mercedes Benz C Class 200 CGI Avantgarde
1297,450000,Toyota,2017,200000,Diesel,Toyota Etios Diesel
1298,450000,Toyota,2017,200000,Diesel,Toyota Etios Diesel
1299,1500000,Tata,2021,8300,Petrol,Tata Nexon XZ Plus
1300,646799,Maruti Suzuki,2018,58978,Petrol,Maruti Suzuki Baleno 
1301,462299,Renault,2018,50599,Petrol,Renault Kwid 
1302,393199,Maruti Suzuki,2019,23534,Petrol,Maruti Suzuki Alto K10 Vxi (O) AMT
1303,706999,Volkswagen,2018,22247,Petrol,Volkswagen Vento Comfortline Petrol
1304,349999,Maruti Suzuki,2014,33103,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1305,680999,Maruti Suzuki,2016,58118,Diesel,Maruti Suzuki Vitara Brezza 
1306,520799,Volkswagen,2017,32893,Petrol,Volkswagen Polo 
1307,410199,Maruti Suzuki,2013,61717,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
1308,585099,Maruti Suzuki,2016,26049,Petrol,Maruti Suzuki Baleno 
1309,776499,Maruti Suzuki,2016,99644,Diesel,Maruti Suzuki Ertiga ZDI Plus SHVS
1310,410199,Maruti Suzuki,2013,154104,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
1311,404399,Maruti Suzuki,2017,82334,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1312,980199,Tata,2018,44751,Diesel,Tata Nexon 
1313,980199,Tata,2018,44751,Diesel,Tata Nexon 
1314,297299,Maruti Suzuki,2016,61826,Petrol,Maruti Suzuki Alto K10 Vxi
1315,859299,Ford,2018,24369,Petrol,Ford EcoSport 
1316,896099,Hyundai,2015,99138,Diesel,Hyundai Creta 
1317,390000,Nissan,2014,140000,Diesel,Nissan Terrano XL PLUS 85 PS DEISEL
1318,249999,Hyundai,2010,57300,Petrol,Hyundai I10 1.1L IRDE ERA Special Edition
1319,400000,Maruti Suzuki,2017,100000,Petrol,Maruti Suzuki Swift Lxi O
1320,530000,Toyota,2016,91000,Diesel,Toyota Etios GD
1321,750000,Renault,2021,8200,Petrol,Renault Triber 1.0 RXT
1322,13,BMW,2012,85000,Diesel,BMW 3 Series 320d Highline
1323,150000,Hyundai,2009,167000,Petrol,Hyundai I20 Magna
1324,464899,Maruti Suzuki,2019,29052,Petrol,Maruti Suzuki Eeco 
1325,422299,Renault,2019,17357,Petrol,Renault Kwid RxL
1326,254499,Maruti Suzuki,2014,39845,Petrol,Maruti Suzuki Alto 800 Lxi
1327,254499,Maruti Suzuki,2014,39845,Petrol,Maruti Suzuki Alto 800 Lxi
1328,389499,Maruti Suzuki,2015,31133,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1329,637699,Honda,2016,27936,Petrol,Honda Jazz 
1330,457699,Maruti Suzuki,2019,15615,Petrol,Maruti Suzuki Eeco 
1331,625599,Maruti Suzuki,2016,20172,Petrol,Maruti Suzuki Baleno 
1332,361599,Honda,2012,53158,Petrol,Honda Brio 
1333,340199,Maruti Suzuki,2017,41365,Petrol,Maruti Suzuki Alto K10 Vxi
1334,693999,Ford,2017,90001,Diesel,Ford EcoSport 
1335,10,Maruti Suzuki,2018,32456,Diesel,Maruti Suzuki Vitara Brezza 
1336,645799,Ford,2016,81515,Diesel,Ford EcoSport 
1337,476299,Tata,2018,23499,Petrol,Tata Tiago 
1338,414299,Maruti Suzuki,2017,26035,Petrol,Maruti Suzuki Eeco 
1339,614999,Maruti Suzuki,2017,14308,Petrol,Maruti Suzuki Dzire Vxi
1340,879699,Maruti Suzuki,2018,58448,Diesel,Maruti Suzuki S Cross 
1341,650000,Hyundai,2021,2000,Petrol,Hyundai I10 Sportz 1.2
1342,650000,Hyundai,2021,2000,Petrol,Hyundai I10 Sportz 1.2
1343,499999,Mahindra,2013,56000,Diesel,Mahindra Bolero SLX
1344,530000,Toyota,2016,69000,Petrol,Toyota Etios Liva G
1345,350000,Maruti Suzuki,2013,125000,Diesel,Maruti Suzuki Swift VDi
1346,680000,Maruti Suzuki,2020,18000,Petrol,Maruti Suzuki Baleno Delta 1.2
1347,340000,Mahindra,2004,80000,Diesel,Mahindra Jeep CL 500 MDI
1348,120000,Ford,2014,100000,Diesel,Ford Figo Diesel Titanium
1349,500000,Maruti Suzuki,2014,100000,Petrol,Maruti Suzuki Swift ZXi
1350,816399,Ford,2018,50421,Petrol,Ford EcoSport 
1351,413399,Maruti Suzuki,2017,10537,Petrol,Maruti Suzuki Eeco 
1352,500899,Hyundai,2015,33195,Petrol,Hyundai Grand I10 
1353,572299,Nissan,2018,47421,Petrol,Nissan Micra 
1354,438199,Maruti Suzuki,2018,31281,Petrol,Maruti Suzuki Wagon R 1.0 VXi AMT
1355,419599,Maruti Suzuki,2018,14600,Petrol,Maruti Suzuki Eeco 
1356,16,Kia,2019,15023,Petrol,Kia Seltos 
1357,16,Kia,2019,15023,Petrol,Kia Seltos 
1358,352199,Maruti Suzuki,2015,22584,Petrol,Maruti Suzuki Alto K10 Vxi
1359,650699,Maruti Suzuki,2017,93563,Diesel,Maruti Suzuki Dzire VDI AMT
1360,406899,Maruti Suzuki,2017,16226,Petrol,Maruti Suzuki Alto K10 Vxi (O) AMT
1361,566899,Maruti Suzuki,2017,22394,Petrol,Maruti Suzuki Baleno 
1362,422899,Maruti Suzuki,2018,34258,Petrol,Maruti Suzuki Eeco 
1363,794299,Honda,2019,5183,Petrol,Honda Jazz 
1364,637599,Hyundai,2020,26543,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1365,623799,Maruti Suzuki,2017,90088,Petrol,Maruti Suzuki Dzire Vxi
1366,576099,Hyundai,2015,101744,Petrol,Hyundai I20 Active 1.2 S
1367,589000,Honda,2018,77000,Petrol,Honda Amaze 1.2 SMT I VTEC
1368,710000,Honda,2018,55000,Petrol,Honda Amaze 1.2 SMT I VTEC
1369,265000,Maruti Suzuki,2011,22120,Petrol,Maruti Suzuki Wagon R LXI BS IV
1370,880000,Hyundai,2020,15000,Petrol,Hyundai I20 Asta 1.2 O
1371,500000,Toyota,2006,182000,Diesel,Toyota Innova 2.5 V 7 STR
1372,500000,Toyota,2006,182000,Diesel,Toyota Innova 2.5 V 7 STR
1373,220000,Hyundai,2010,10000,Diesel,Hyundai Verna Transform SX VGT CRDi BS III
1374,250000,Honda,2004,100000,Petrol,Honda CIty ZX GXi
1375,725000,Toyota,2010,100000,Diesel,Toyota Innova 2.5 V 7 STR
